14:46:56 [ultranest] [DEBUG] ReactiveNestedSampler: dims=3+0, resume=False, log_dir=/home/orion51/Desktop/Research/spectral_fitting/FGL_spectral_fitting/Individual_sources/2CXOJ150234.5+015205/powerlaw_out_, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
14:47:48 [ultranest] [DEBUG] iteration=1963, ncalls=8338, regioncalls=317920, ndraw=40, logz=-475.82, remainder_fraction=100.0000%, Lmin=-468.09, Lmax=-452.13
14:47:48 [ultranest] [DEBUG] iteration=1965, ncalls=8357, regioncalls=318680, ndraw=40, logz=-475.77, remainder_fraction=100.0000%, Lmin=-468.03, Lmax=-452.13
14:47:48 [ultranest] [DEBUG] iteration=1968, ncalls=8375, regioncalls=319400, ndraw=40, logz=-475.70, remainder_fraction=100.0000%, Lmin=-468.00, Lmax=-452.13
14:47:48 [ultranest] [DEBUG] iteration=1971, ncalls=8394, regioncalls=320160, ndraw=40, logz=-475.63, remainder_fraction=100.0000%, Lmin=-467.88, Lmax=-452.13
14:47:48 [ultranest] [DEBUG] iteration=1974, ncalls=8420, regioncalls=321200, ndraw=40, logz=-475.56, remainder_fraction=100.0000%, Lmin=-467.76, Lmax=-452.13
14:47:48 [ultranest] [DEBUG] iteration=1980, ncalls=8442, regioncalls=322080, ndraw=40, logz=-475.41, remainder_fraction=99.9999%, Lmin=-467.45, Lmax=-452.13
14:47:48 [ultranest] [DEBUG] iteration=1984, ncalls=8473, regioncalls=323320, ndraw=40, logz=-475.30, remainder_fraction=99.9999%, Lmin=-467.36, Lmax=-452.13
14:47:49 [ultranest] [DEBUG] iteration=1988, ncalls=8490, regioncalls=324000, ndraw=40, logz=-475.19, remainder_fraction=99.9999%, Lmin=-467.26, Lmax=-452.13
14:47:49 [ultranest] [DEBUG] iteration=1991, ncalls=8510, regioncalls=324800, ndraw=40, logz=-475.11, remainder_fraction=99.9999%, Lmin=-467.06, Lmax=-452.13
14:47:49 [ultranest] [DEBUG] iteration=1994, ncalls=8528, regioncalls=325520, ndraw=40, logz=-475.02, remainder_fraction=99.9999%, Lmin=-466.97, Lmax=-452.13
14:47:49 [ultranest] [DEBUG] iteration=1999, ncalls=8567, regioncalls=327080, ndraw=40, logz=-474.88, remainder_fraction=99.9999%, Lmin=-466.70, Lmax=-452.13
14:47:49 [ultranest] [DEBUG] iteration=2000, ncalls=8569, regioncalls=327160, ndraw=40, logz=-474.84, remainder_fraction=99.9999%, Lmin=-466.70, Lmax=-452.13
14:47:49 [ultranest] [DEBUG] iteration=2002, ncalls=8589, regioncalls=327960, ndraw=40, logz=-474.78, remainder_fraction=99.9999%, Lmin=-466.69, Lmax=-452.13
14:47:49 [ultranest] [DEBUG] iteration=2004, ncalls=8606, regioncalls=328640, ndraw=40, logz=-474.72, remainder_fraction=99.9999%, Lmin=-466.59, Lmax=-452.13
14:47:49 [ultranest] [DEBUG] iteration=2006, ncalls=8619, regioncalls=329200, ndraw=40, logz=-474.66, remainder_fraction=99.9999%, Lmin=-466.53, Lmax=-452.13
14:47:49 [ultranest] [DEBUG] iteration=2010, ncalls=8637, regioncalls=329920, ndraw=40, logz=-474.54, remainder_fraction=99.9999%, Lmin=-466.47, Lmax=-452.13
14:47:50 [ultranest] [DEBUG] iteration=2016, ncalls=8654, regioncalls=330600, ndraw=40, logz=-474.36, remainder_fraction=99.9998%, Lmin=-466.13, Lmax=-452.13
14:47:50 [ultranest] [DEBUG] iteration=2021, ncalls=8672, regioncalls=331320, ndraw=40, logz=-474.19, remainder_fraction=99.9998%, Lmin=-465.93, Lmax=-452.13
14:47:50 [ultranest] [DEBUG] iteration=2022, ncalls=8676, regioncalls=331480, ndraw=40, logz=-474.16, remainder_fraction=99.9998%, Lmin=-465.92, Lmax=-452.13
14:47:50 [ultranest] [DEBUG] iteration=2023, ncalls=8683, regioncalls=331760, ndraw=40, logz=-474.13, remainder_fraction=99.9998%, Lmin=-465.85, Lmax=-452.13
14:47:50 [ultranest] [DEBUG] iteration=2025, ncalls=8687, regioncalls=331920, ndraw=40, logz=-474.06, remainder_fraction=99.9998%, Lmin=-465.73, Lmax=-452.13
14:47:51 [ultranest] [DEBUG] iteration=2026, ncalls=8694, regioncalls=332200, ndraw=40, logz=-474.03, remainder_fraction=99.9998%, Lmin=-465.73, Lmax=-452.13
14:47:51 [ultranest] [DEBUG] iteration=2028, ncalls=8699, regioncalls=332400, ndraw=40, logz=-473.96, remainder_fraction=99.9998%, Lmin=-465.65, Lmax=-452.13
14:47:51 [ultranest] [DEBUG] iteration=2030, ncalls=8702, regioncalls=332520, ndraw=40, logz=-473.89, remainder_fraction=99.9997%, Lmin=-465.50, Lmax=-452.13
14:47:51 [ultranest] [DEBUG] iteration=2031, ncalls=8709, regioncalls=332800, ndraw=40, logz=-473.85, remainder_fraction=99.9997%, Lmin=-465.46, Lmax=-452.13
14:47:52 [ultranest] [DEBUG] iteration=2032, ncalls=8714, regioncalls=333000, ndraw=40, logz=-473.81, remainder_fraction=99.9997%, Lmin=-465.45, Lmax=-452.13
14:47:52 [ultranest] [DEBUG] iteration=2034, ncalls=8719, regioncalls=333200, ndraw=40, logz=-473.74, remainder_fraction=99.9997%, Lmin=-465.42, Lmax=-452.13
14:47:52 [ultranest] [DEBUG] iteration=2035, ncalls=8731, regioncalls=333680, ndraw=40, logz=-473.71, remainder_fraction=99.9997%, Lmin=-465.41, Lmax=-452.13
14:47:53 [ultranest] [DEBUG] iteration=2037, ncalls=8740, regioncalls=334040, ndraw=40, logz=-473.64, remainder_fraction=99.9997%, Lmin=-465.40, Lmax=-452.13
14:47:53 [ultranest] [DEBUG] iteration=2038, ncalls=8744, regioncalls=334200, ndraw=40, logz=-473.61, remainder_fraction=99.9997%, Lmin=-465.25, Lmax=-452.13
14:47:53 [ultranest] [DEBUG] iteration=2039, ncalls=8751, regioncalls=334480, ndraw=40, logz=-473.57, remainder_fraction=99.9996%, Lmin=-465.18, Lmax=-452.13
14:47:53 [ultranest] [DEBUG] iteration=2040, ncalls=8753, regioncalls=334560, ndraw=40, logz=-473.54, remainder_fraction=99.9996%, Lmin=-465.17, Lmax=-452.13
14:47:53 [ultranest] [DEBUG] iteration=2041, ncalls=8758, regioncalls=334760, ndraw=40, logz=-473.50, remainder_fraction=99.9996%, Lmin=-465.12, Lmax=-452.13
14:47:54 [ultranest] [DEBUG] iteration=2042, ncalls=8762, regioncalls=334920, ndraw=40, logz=-473.47, remainder_fraction=99.9996%, Lmin=-465.12, Lmax=-452.13
14:47:54 [ultranest] [DEBUG] iteration=2043, ncalls=8765, regioncalls=335040, ndraw=40, logz=-473.43, remainder_fraction=99.9996%, Lmin=-465.09, Lmax=-452.13
14:47:54 [ultranest] [DEBUG] iteration=2044, ncalls=8776, regioncalls=335480, ndraw=40, logz=-473.40, remainder_fraction=99.9996%, Lmin=-465.08, Lmax=-452.13
14:47:54 [ultranest] [DEBUG] iteration=2046, ncalls=8782, regioncalls=335720, ndraw=40, logz=-473.33, remainder_fraction=99.9996%, Lmin=-465.07, Lmax=-452.13
14:47:55 [ultranest] [DEBUG] iteration=2048, ncalls=8785, regioncalls=335840, ndraw=40, logz=-473.27, remainder_fraction=99.9995%, Lmin=-464.98, Lmax=-452.13
14:47:55 [ultranest] [DEBUG] iteration=2050, ncalls=8788, regioncalls=335960, ndraw=40, logz=-473.21, remainder_fraction=99.9995%, Lmin=-464.97, Lmax=-452.13
14:47:55 [ultranest] [DEBUG] iteration=2051, ncalls=8795, regioncalls=336240, ndraw=40, logz=-473.18, remainder_fraction=99.9995%, Lmin=-464.95, Lmax=-452.13
14:47:55 [ultranest] [DEBUG] iteration=2053, ncalls=8798, regioncalls=336360, ndraw=40, logz=-473.12, remainder_fraction=99.9995%, Lmin=-464.87, Lmax=-452.13
14:47:55 [ultranest] [DEBUG] iteration=2055, ncalls=8803, regioncalls=336560, ndraw=40, logz=-473.06, remainder_fraction=99.9994%, Lmin=-464.84, Lmax=-452.13
14:47:56 [ultranest] [DEBUG] iteration=2056, ncalls=8807, regioncalls=336720, ndraw=40, logz=-473.03, remainder_fraction=99.9994%, Lmin=-464.84, Lmax=-452.13
14:47:56 [ultranest] [DEBUG] iteration=2058, ncalls=8810, regioncalls=336840, ndraw=40, logz=-472.97, remainder_fraction=99.9994%, Lmin=-464.80, Lmax=-452.13
14:47:56 [ultranest] [DEBUG] iteration=2065, ncalls=8826, regioncalls=337480, ndraw=40, logz=-472.78, remainder_fraction=99.9993%, Lmin=-464.56, Lmax=-452.13
14:47:56 [ultranest] [DEBUG] iteration=2072, ncalls=8845, regioncalls=338240, ndraw=40, logz=-472.59, remainder_fraction=99.9991%, Lmin=-464.36, Lmax=-452.13
14:47:56 [ultranest] [DEBUG] iteration=2078, ncalls=8862, regioncalls=338920, ndraw=40, logz=-472.43, remainder_fraction=99.9990%, Lmin=-464.14, Lmax=-452.13
14:47:56 [ultranest] [DEBUG] iteration=2080, ncalls=8865, regioncalls=339040, ndraw=40, logz=-472.37, remainder_fraction=99.9989%, Lmin=-464.13, Lmax=-452.13
14:47:56 [ultranest] [DEBUG] iteration=2082, ncalls=8868, regioncalls=339200, ndraw=40, logz=-472.32, remainder_fraction=99.9989%, Lmin=-464.10, Lmax=-452.13
14:47:56 [ultranest] [DEBUG] iteration=2087, ncalls=8890, regioncalls=340120, ndraw=40, logz=-472.18, remainder_fraction=99.9987%, Lmin=-463.97, Lmax=-452.13
14:47:56 [ultranest] [DEBUG] iteration=2091, ncalls=8911, regioncalls=340960, ndraw=40, logz=-472.08, remainder_fraction=99.9986%, Lmin=-463.87, Lmax=-452.13
14:47:56 [ultranest] [DEBUG] iteration=2098, ncalls=8927, regioncalls=341600, ndraw=40, logz=-471.90, remainder_fraction=99.9983%, Lmin=-463.73, Lmax=-452.13
14:47:57 [ultranest] [DEBUG] iteration=2106, ncalls=8947, regioncalls=342400, ndraw=40, logz=-471.71, remainder_fraction=99.9980%, Lmin=-463.54, Lmax=-452.13
14:47:57 [ultranest] [DEBUG] iteration=2113, ncalls=8963, regioncalls=343040, ndraw=40, logz=-471.54, remainder_fraction=99.9977%, Lmin=-463.39, Lmax=-452.13
14:47:57 [ultranest] [DEBUG] iteration=2117, ncalls=8980, regioncalls=343720, ndraw=40, logz=-471.45, remainder_fraction=99.9974%, Lmin=-463.34, Lmax=-452.13
14:47:57 [ultranest] [DEBUG] iteration=2120, ncalls=8987, regioncalls=344000, ndraw=40, logz=-471.39, remainder_fraction=99.9972%, Lmin=-463.29, Lmax=-452.13
14:47:57 [ultranest] [DEBUG] iteration=2125, ncalls=9004, regioncalls=344680, ndraw=40, logz=-471.29, remainder_fraction=99.9971%, Lmin=-463.21, Lmax=-452.13
14:47:57 [ultranest] [DEBUG] iteration=2130, ncalls=9025, regioncalls=345520, ndraw=40, logz=-471.19, remainder_fraction=99.9968%, Lmin=-463.19, Lmax=-452.13
14:47:57 [ultranest] [DEBUG] iteration=2138, ncalls=9041, regioncalls=346160, ndraw=40, logz=-471.03, remainder_fraction=99.9963%, Lmin=-462.96, Lmax=-452.13
14:47:57 [ultranest] [DEBUG] iteration=2142, ncalls=9063, regioncalls=347040, ndraw=40, logz=-470.95, remainder_fraction=99.9959%, Lmin=-462.87, Lmax=-452.13
14:47:57 [ultranest] [DEBUG] iteration=2147, ncalls=9080, regioncalls=347720, ndraw=40, logz=-470.85, remainder_fraction=99.9955%, Lmin=-462.70, Lmax=-452.13
14:47:58 [ultranest] [DEBUG] iteration=2152, ncalls=9098, regioncalls=348440, ndraw=40, logz=-470.75, remainder_fraction=99.9949%, Lmin=-462.59, Lmax=-452.13
14:47:58 [ultranest] [DEBUG] iteration=2157, ncalls=9118, regioncalls=349240, ndraw=40, logz=-470.65, remainder_fraction=99.9943%, Lmin=-462.49, Lmax=-452.13
14:47:58 [ultranest] [DEBUG] clustering found some stray points [need_accept=False] (array([1, 2]), array([336,   1]))
14:47:58 [ultranest] [DEBUG] iteration=2160, ncalls=9128, regioncalls=349640, ndraw=40, logz=-470.59, remainder_fraction=99.9940%, Lmin=-462.41, Lmax=-452.13
14:47:58 [ultranest] [DEBUG] iteration=2166, ncalls=9151, regioncalls=350560, ndraw=40, logz=-470.47, remainder_fraction=99.9931%, Lmin=-462.31, Lmax=-452.13
14:47:58 [ultranest] [DEBUG] iteration=2172, ncalls=9171, regioncalls=351360, ndraw=40, logz=-470.35, remainder_fraction=99.9921%, Lmin=-462.07, Lmax=-452.13
14:47:58 [ultranest] [DEBUG] iteration=2177, ncalls=9190, regioncalls=352120, ndraw=40, logz=-470.24, remainder_fraction=99.9912%, Lmin=-461.96, Lmax=-452.13
14:47:58 [ultranest] [DEBUG] iteration=2180, ncalls=9207, regioncalls=352800, ndraw=40, logz=-470.18, remainder_fraction=99.9907%, Lmin=-461.90, Lmax=-452.13
14:47:58 [ultranest] [DEBUG] iteration=2186, ncalls=9229, regioncalls=353680, ndraw=40, logz=-470.05, remainder_fraction=99.9894%, Lmin=-461.75, Lmax=-452.13
14:47:58 [ultranest] [DEBUG] iteration=2193, ncalls=9246, regioncalls=354360, ndraw=40, logz=-469.90, remainder_fraction=99.9876%, Lmin=-461.61, Lmax=-452.13
14:47:59 [ultranest] [DEBUG] iteration=2195, ncalls=9275, regioncalls=355520, ndraw=40, logz=-469.86, remainder_fraction=99.9870%, Lmin=-461.57, Lmax=-452.13
14:47:59 [ultranest] [DEBUG] iteration=2197, ncalls=9293, regioncalls=356240, ndraw=40, logz=-469.82, remainder_fraction=99.9865%, Lmin=-461.47, Lmax=-452.13
14:47:59 [ultranest] [DEBUG] iteration=2200, ncalls=9307, regioncalls=356800, ndraw=40, logz=-469.76, remainder_fraction=99.9855%, Lmin=-461.43, Lmax=-452.13
14:47:59 [ultranest] [DEBUG] iteration=2207, ncalls=9328, regioncalls=357640, ndraw=40, logz=-469.61, remainder_fraction=99.9829%, Lmin=-461.31, Lmax=-452.13
14:47:59 [ultranest] [DEBUG] iteration=2211, ncalls=9345, regioncalls=358320, ndraw=40, logz=-469.53, remainder_fraction=99.9812%, Lmin=-461.20, Lmax=-452.13
14:47:59 [ultranest] [DEBUG] iteration=2217, ncalls=9362, regioncalls=359000, ndraw=40, logz=-469.41, remainder_fraction=99.9785%, Lmin=-461.02, Lmax=-452.13
14:47:59 [ultranest] [DEBUG] iteration=2223, ncalls=9379, regioncalls=359680, ndraw=40, logz=-469.28, remainder_fraction=99.9759%, Lmin=-460.92, Lmax=-452.13
14:47:59 [ultranest] [DEBUG] iteration=2229, ncalls=9399, regioncalls=360480, ndraw=40, logz=-469.16, remainder_fraction=99.9734%, Lmin=-460.78, Lmax=-452.13
14:48:00 [ultranest] [DEBUG] iteration=2233, ncalls=9416, regioncalls=361160, ndraw=40, logz=-469.08, remainder_fraction=99.9708%, Lmin=-460.65, Lmax=-452.13
14:48:00 [ultranest] [DEBUG] iteration=2234, ncalls=9433, regioncalls=361840, ndraw=40, logz=-469.05, remainder_fraction=99.9701%, Lmin=-460.64, Lmax=-452.13
14:48:00 [ultranest] [DEBUG] iteration=2240, ncalls=9450, regioncalls=362520, ndraw=40, logz=-468.93, remainder_fraction=99.9658%, Lmin=-460.54, Lmax=-452.13
14:48:00 [ultranest] [DEBUG] iteration=2248, ncalls=9476, regioncalls=363560, ndraw=40, logz=-468.77, remainder_fraction=99.9611%, Lmin=-460.37, Lmax=-452.13
14:48:00 [ultranest] [DEBUG] iteration=2253, ncalls=9498, regioncalls=364440, ndraw=40, logz=-468.67, remainder_fraction=99.9583%, Lmin=-460.25, Lmax=-452.13
14:48:00 [ultranest] [DEBUG] iteration=2258, ncalls=9522, regioncalls=365400, ndraw=40, logz=-468.57, remainder_fraction=99.9538%, Lmin=-460.13, Lmax=-452.13
14:48:00 [ultranest] [DEBUG] iteration=2264, ncalls=9540, regioncalls=366120, ndraw=40, logz=-468.45, remainder_fraction=99.9471%, Lmin=-459.98, Lmax=-452.13
14:48:00 [ultranest] [DEBUG] iteration=2270, ncalls=9558, regioncalls=366840, ndraw=40, logz=-468.33, remainder_fraction=99.9396%, Lmin=-459.88, Lmax=-452.13
14:48:01 [ultranest] [DEBUG] iteration=2275, ncalls=9583, regioncalls=367840, ndraw=40, logz=-468.23, remainder_fraction=99.9327%, Lmin=-459.80, Lmax=-452.13
14:48:01 [ultranest] [DEBUG] iteration=2280, ncalls=9599, regioncalls=368480, ndraw=40, logz=-468.14, remainder_fraction=99.9251%, Lmin=-459.73, Lmax=-452.13
14:48:01 [ultranest] [DEBUG] iteration=2284, ncalls=9621, regioncalls=369360, ndraw=40, logz=-468.07, remainder_fraction=99.9189%, Lmin=-459.65, Lmax=-452.13
14:48:01 [ultranest] [DEBUG] iteration=2287, ncalls=9640, regioncalls=370120, ndraw=40, logz=-468.02, remainder_fraction=99.9138%, Lmin=-459.61, Lmax=-452.13
14:48:01 [ultranest] [DEBUG] iteration=2292, ncalls=9662, regioncalls=371000, ndraw=40, logz=-467.93, remainder_fraction=99.9061%, Lmin=-459.54, Lmax=-452.13
14:48:01 [ultranest] [DEBUG] iteration=2296, ncalls=9679, regioncalls=371680, ndraw=40, logz=-467.86, remainder_fraction=99.8987%, Lmin=-459.46, Lmax=-452.13
14:48:01 [ultranest] [DEBUG] iteration=2301, ncalls=9697, regioncalls=372400, ndraw=40, logz=-467.78, remainder_fraction=99.8905%, Lmin=-459.40, Lmax=-452.13
14:48:01 [ultranest] [DEBUG] iteration=2307, ncalls=9720, regioncalls=373320, ndraw=40, logz=-467.68, remainder_fraction=99.8785%, Lmin=-459.35, Lmax=-452.13
14:48:02 [ultranest] [DEBUG] iteration=2310, ncalls=9743, regioncalls=374440, ndraw=40, logz=-467.64, remainder_fraction=99.8718%, Lmin=-459.30, Lmax=-452.13
14:48:02 [ultranest] [DEBUG] iteration=2317, ncalls=9760, regioncalls=375120, ndraw=40, logz=-467.53, remainder_fraction=99.8567%, Lmin=-459.20, Lmax=-452.13
14:48:02 [ultranest] [DEBUG] iteration=2320, ncalls=9769, regioncalls=375480, ndraw=40, logz=-467.49, remainder_fraction=99.8490%, Lmin=-459.17, Lmax=-452.13
14:48:02 [ultranest] [DEBUG] iteration=2327, ncalls=9785, regioncalls=376240, ndraw=40, logz=-467.39, remainder_fraction=99.8314%, Lmin=-459.10, Lmax=-452.13
14:48:02 [ultranest] [DEBUG] iteration=2335, ncalls=9801, regioncalls=376880, ndraw=40, logz=-467.27, remainder_fraction=99.8112%, Lmin=-458.92, Lmax=-452.13
14:48:02 [ultranest] [DEBUG] iteration=2341, ncalls=9817, regioncalls=377520, ndraw=40, logz=-467.19, remainder_fraction=99.7912%, Lmin=-458.86, Lmax=-452.13
14:48:02 [ultranest] [DEBUG] iteration=2351, ncalls=9838, regioncalls=378360, ndraw=40, logz=-467.05, remainder_fraction=99.7571%, Lmin=-458.69, Lmax=-452.13
14:48:02 [ultranest] [DEBUG] iteration=2354, ncalls=9857, regioncalls=379120, ndraw=40, logz=-467.01, remainder_fraction=99.7463%, Lmin=-458.66, Lmax=-452.13
14:48:02 [ultranest] [DEBUG] iteration=2360, ncalls=9874, regioncalls=379800, ndraw=40, logz=-466.93, remainder_fraction=99.7208%, Lmin=-458.62, Lmax=-452.13
14:48:02 [ultranest] [DEBUG] iteration=2365, ncalls=9890, regioncalls=380440, ndraw=40, logz=-466.86, remainder_fraction=99.7009%, Lmin=-458.54, Lmax=-452.13
14:48:03 [ultranest] [DEBUG] iteration=2370, ncalls=9910, regioncalls=381240, ndraw=40, logz=-466.80, remainder_fraction=99.6786%, Lmin=-458.47, Lmax=-452.13
14:48:03 [ultranest] [DEBUG] iteration=2376, ncalls=9930, regioncalls=382040, ndraw=40, logz=-466.72, remainder_fraction=99.6562%, Lmin=-458.37, Lmax=-452.13
14:48:03 [ultranest] [DEBUG] iteration=2382, ncalls=9945, regioncalls=382640, ndraw=40, logz=-466.64, remainder_fraction=99.6289%, Lmin=-458.24, Lmax=-452.13
14:48:03 [ultranest] [DEBUG] iteration=2388, ncalls=9963, regioncalls=383360, ndraw=40, logz=-466.56, remainder_fraction=99.5927%, Lmin=-458.12, Lmax=-452.13
14:48:03 [ultranest] [DEBUG] iteration=2392, ncalls=9982, regioncalls=384120, ndraw=40, logz=-466.50, remainder_fraction=99.5661%, Lmin=-458.03, Lmax=-452.13
14:48:03 [ultranest] [DEBUG] iteration=2400, ncalls=9998, regioncalls=384760, ndraw=40, logz=-466.40, remainder_fraction=99.5241%, Lmin=-457.99, Lmax=-452.13
14:48:03 [ultranest] [DEBUG] iteration=2405, ncalls=10017, regioncalls=385520, ndraw=40, logz=-466.34, remainder_fraction=99.4918%, Lmin=-457.96, Lmax=-452.13
14:48:03 [ultranest] [DEBUG] iteration=2409, ncalls=10034, regioncalls=386200, ndraw=40, logz=-466.29, remainder_fraction=99.4669%, Lmin=-457.91, Lmax=-452.13
14:48:04 [ultranest] [DEBUG] iteration=2414, ncalls=10052, regioncalls=386920, ndraw=40, logz=-466.23, remainder_fraction=99.4424%, Lmin=-457.88, Lmax=-452.13
14:48:04 [ultranest] [DEBUG] iteration=2422, ncalls=10069, regioncalls=387600, ndraw=40, logz=-466.14, remainder_fraction=99.3958%, Lmin=-457.75, Lmax=-452.13
14:48:04 [ultranest] [DEBUG] iteration=2428, ncalls=10085, regioncalls=388240, ndraw=40, logz=-466.07, remainder_fraction=99.3588%, Lmin=-457.64, Lmax=-452.13
14:48:04 [ultranest] [DEBUG] iteration=2435, ncalls=10101, regioncalls=388880, ndraw=40, logz=-465.98, remainder_fraction=99.3067%, Lmin=-457.57, Lmax=-452.13
14:48:04 [ultranest] [DEBUG] iteration=2440, ncalls=10112, regioncalls=389320, ndraw=40, logz=-465.93, remainder_fraction=99.2571%, Lmin=-457.52, Lmax=-452.13
14:48:04 [ultranest] [DEBUG] iteration=2446, ncalls=10130, regioncalls=390040, ndraw=40, logz=-465.86, remainder_fraction=99.2041%, Lmin=-457.45, Lmax=-452.13
14:48:04 [ultranest] [DEBUG] iteration=2450, ncalls=10149, regioncalls=390800, ndraw=40, logz=-465.82, remainder_fraction=99.1635%, Lmin=-457.39, Lmax=-452.13
14:48:04 [ultranest] [DEBUG] iteration=2453, ncalls=10168, regioncalls=391560, ndraw=40, logz=-465.78, remainder_fraction=99.1346%, Lmin=-457.35, Lmax=-452.13
14:48:04 [ultranest] [DEBUG] iteration=2460, ncalls=10191, regioncalls=392480, ndraw=40, logz=-465.71, remainder_fraction=99.0743%, Lmin=-457.30, Lmax=-452.13
14:48:04 [ultranest] [DEBUG] iteration=2462, ncalls=10199, regioncalls=392840, ndraw=40, logz=-465.68, remainder_fraction=99.0551%, Lmin=-457.28, Lmax=-452.13
14:48:05 [ultranest] [DEBUG] iteration=2466, ncalls=10218, regioncalls=393600, ndraw=40, logz=-465.64, remainder_fraction=99.0065%, Lmin=-457.18, Lmax=-452.13
14:48:05 [ultranest] [DEBUG] iteration=2470, ncalls=10237, regioncalls=394360, ndraw=40, logz=-465.60, remainder_fraction=98.9629%, Lmin=-457.10, Lmax=-452.13
14:48:05 [ultranest] [DEBUG] iteration=2476, ncalls=10257, regioncalls=395160, ndraw=40, logz=-465.53, remainder_fraction=98.8818%, Lmin=-457.03, Lmax=-452.13
14:48:05 [ultranest] [DEBUG] iteration=2480, ncalls=10272, regioncalls=395760, ndraw=40, logz=-465.49, remainder_fraction=98.8258%, Lmin=-457.01, Lmax=-452.13
14:48:05 [ultranest] [DEBUG] iteration=2483, ncalls=10296, regioncalls=396720, ndraw=40, logz=-465.45, remainder_fraction=98.7816%, Lmin=-456.99, Lmax=-452.13
14:48:05 [ultranest] [DEBUG] iteration=2489, ncalls=10314, regioncalls=397440, ndraw=40, logz=-465.39, remainder_fraction=98.7028%, Lmin=-456.95, Lmax=-452.13
14:48:05 [ultranest] [DEBUG] iteration=2499, ncalls=10336, regioncalls=398320, ndraw=40, logz=-465.29, remainder_fraction=98.5602%, Lmin=-456.82, Lmax=-452.13
14:48:05 [ultranest] [DEBUG] iteration=2506, ncalls=10353, regioncalls=399000, ndraw=40, logz=-465.22, remainder_fraction=98.4493%, Lmin=-456.72, Lmax=-452.13
14:48:06 [ultranest] [DEBUG] iteration=2514, ncalls=10369, regioncalls=399640, ndraw=40, logz=-465.14, remainder_fraction=98.3544%, Lmin=-456.69, Lmax=-452.13
14:48:06 [ultranest] [DEBUG] iteration=2519, ncalls=10387, regioncalls=400360, ndraw=40, logz=-465.10, remainder_fraction=98.2758%, Lmin=-456.66, Lmax=-452.13
14:48:06 [ultranest] [DEBUG] iteration=2520, ncalls=10391, regioncalls=400520, ndraw=40, logz=-465.09, remainder_fraction=98.2742%, Lmin=-456.65, Lmax=-452.13
14:48:06 [ultranest] [DEBUG] iteration=2526, ncalls=10407, regioncalls=401160, ndraw=40, logz=-465.03, remainder_fraction=98.1694%, Lmin=-456.58, Lmax=-452.13
14:48:06 [ultranest] [DEBUG] iteration=2531, ncalls=10426, regioncalls=401920, ndraw=40, logz=-464.99, remainder_fraction=98.0774%, Lmin=-456.51, Lmax=-452.13
14:48:06 [ultranest] [DEBUG] iteration=2535, ncalls=10445, regioncalls=402680, ndraw=40, logz=-464.95, remainder_fraction=98.0053%, Lmin=-456.45, Lmax=-452.13
14:48:06 [ultranest] [DEBUG] iteration=2538, ncalls=10457, regioncalls=403200, ndraw=40, logz=-464.92, remainder_fraction=97.9611%, Lmin=-456.43, Lmax=-452.13
14:48:06 [ultranest] [DEBUG] iteration=2544, ncalls=10473, regioncalls=403840, ndraw=40, logz=-464.87, remainder_fraction=97.8447%, Lmin=-456.40, Lmax=-452.12
14:48:06 [ultranest] [DEBUG] iteration=2551, ncalls=10491, regioncalls=404560, ndraw=40, logz=-464.81, remainder_fraction=97.7574%, Lmin=-456.34, Lmax=-452.12
14:48:06 [ultranest] [DEBUG] iteration=2556, ncalls=10505, regioncalls=405120, ndraw=40, logz=-464.76, remainder_fraction=97.6474%, Lmin=-456.26, Lmax=-452.12
14:48:06 [ultranest] [DEBUG] iteration=2560, ncalls=10519, regioncalls=405680, ndraw=40, logz=-464.73, remainder_fraction=97.5456%, Lmin=-456.17, Lmax=-452.12
14:48:07 [ultranest] [DEBUG] iteration=2565, ncalls=10536, regioncalls=406360, ndraw=40, logz=-464.68, remainder_fraction=97.4283%, Lmin=-456.12, Lmax=-452.12
14:48:07 [ultranest] [DEBUG] iteration=2572, ncalls=10553, regioncalls=407040, ndraw=40, logz=-464.62, remainder_fraction=97.2555%, Lmin=-456.01, Lmax=-452.12
14:48:07 [ultranest] [DEBUG] iteration=2575, ncalls=10575, regioncalls=407920, ndraw=40, logz=-464.59, remainder_fraction=97.1684%, Lmin=-456.00, Lmax=-452.12
14:48:07 [ultranest] [DEBUG] iteration=2581, ncalls=10594, regioncalls=408680, ndraw=40, logz=-464.54, remainder_fraction=96.9817%, Lmin=-455.98, Lmax=-452.12
14:48:07 [ultranest] [DEBUG] iteration=2587, ncalls=10612, regioncalls=409400, ndraw=40, logz=-464.48, remainder_fraction=96.8153%, Lmin=-455.91, Lmax=-452.12
14:48:07 [ultranest] [DEBUG] iteration=2591, ncalls=10630, regioncalls=410120, ndraw=40, logz=-464.45, remainder_fraction=96.6774%, Lmin=-455.85, Lmax=-452.12
14:48:07 [ultranest] [DEBUG] iteration=2596, ncalls=10647, regioncalls=410800, ndraw=40, logz=-464.41, remainder_fraction=96.5677%, Lmin=-455.78, Lmax=-452.12
14:48:07 [ultranest] [DEBUG] iteration=2599, ncalls=10665, regioncalls=411520, ndraw=40, logz=-464.38, remainder_fraction=96.4824%, Lmin=-455.69, Lmax=-452.12
14:48:07 [ultranest] [DEBUG] iteration=2600, ncalls=10666, regioncalls=411560, ndraw=40, logz=-464.37, remainder_fraction=96.4514%, Lmin=-455.69, Lmax=-452.12
